Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Processed_Reviews,Category,Processed_Sentiment
2127,1072,60,Perfectly adorable!!!!!,"This is the perfect dress! for summer, fall, winter or spring, it is flattering and looks cute with booties, flip flops, brogues or barefoot! runs a teeny bit large - i wear a small to medium and the small is perfect! i might just buy the other color it comes in!!!!",5,1,0,General Petite,Dresses,Dresses,"['perfect', 'dress', 'summer', 'fall', 'winter', 'spring', 'flattering', 'looks', 'cute', 'booties', 'flip', 'flops', 'brogues', 'barefoot', 'runs', 'teeny', 'bit', 'large', 'wear', 'small', 'medium', 'small', 'perfect', 'might', 'buy', 'color', 'comes']",Other,Good
2128,862,35,Cute top....but shrinks horribly!,"I bought this top and it ran huge, i had to get an extra small. well then i wash it according to the instructions and it shrunk horribly! like its so small now my 3 yr old could probably wear it! i'm so sad, i really liked this top....but for it to shrink after one wear is not acceptable.",1,0,10,General,Tops,Knits,"['bought', 'top', 'ran', 'huge', 'get', 'extra', 'small', 'well', 'wash', 'according', 'instructions', 'shrunk', 'horribly', 'like', 'small', 'yr', 'old', 'could', 'probably', 'wear', 'sad', 'really', 'liked', 'top', 'shrink', 'one', 'wear', 'acceptable']",Other,Good
2129,862,60,Great tank,"For me to buy a tank top it better be special and this is. flattering without being skintight, it camouflages that little back bacon you sometimes get from a bra. the v-neck is low and is the same in the back. great length, super soft and the best part is you can wear a bra! i haven't washed this yet, but based on other reviews i'll probably hand wash and air dry. the only issue is the tag flops out every now and then.",5,1,0,General,Tops,Knits,"['buy', 'tank', 'top', 'better', 'special', 'flattering', 'without', 'skintight', 'camouflages', 'little', 'back', 'bacon', 'sometimes', 'get', 'bra', 'low', 'back', 'great', 'length', 'super', 'soft', 'best', 'part', 'wear', 'bra', 'washed', 'yet', 'based', 'reviews', 'probably', 'hand', 'wash', 'air', 'dry', 'issue', 'tag', 'flops', 'every']",Quality,Good
2130,872,34,Flattering a comfortable,"This top looks just as it does on the model and it fit just as they said it would. i needed a nice shirt to wear with jeans and camouflage my new-mommy tummy and this was perfect! it's really comfortable and fun, too!",5,1,0,General Petite,Tops,Knits,"['top', 'looks', 'model', 'fit', 'said', 'would', 'needed', 'nice', 'shirt', 'wear', 'jeans', 'camouflage', 'tummy', 'perfect', 'really', 'comfortable', 'fun']",Quality,Good
2131,862,54,,"I love everything about this top! the fabric, the color, the fit! great top for spring and summer!",5,1,0,General,Tops,Knits,"['love', 'everything', 'top', 'fabric', 'color', 'fit', 'great', 'top', 'spring', 'summer']",Quality,Good
2132,872,25,Fabric is very stiff....,I had hopes for this shirt but was disappointed in the fabric...it's very stiff and heavy for a summer blouse. will be returning it.,1,0,0,General Petite,Tops,Knits,"['hopes', 'shirt', 'disappointed', 'fabric', 'stiff', 'heavy', 'summer', 'blouse', 'returning']",Quality,Bad
2133,896,42,Just ok,"I usually wear petite which this was not so a little big for me. but nice color and good quality, but pricey for what it is. it's more like a $45 sweater not $100+",3,1,2,General,Tops,Fine gauge,"['usually', 'wear', 'petite', 'little', 'big', 'nice', 'color', 'good', 'quality', 'pricey', 'like', 'sweater']",Quality,Good
2134,1072,36,Effortless,"Another reviewer said it best, ""i love the way this dress makes me feel."" i couldn't agree more. the lines are perfect and effortless. 
with all the different reviews on size, i went into the store to try it on. i am usually always a s or m at retailer and a s fit perfectly. i think sizing down any more takes away from the casual look of the dress. i am 5' 5"", 130, and have a small bust.",5,1,0,General Petite,Dresses,Dresses,"['another', 'reviewer', 'said', 'best', 'love', 'way', 'dress', 'makes', 'feel', 'could', 'agree', 'lines', 'perfect', 'effortless', 'different', 'reviews', 'size', 'went', 'store', 'try', 'usually', 'always', 'retailer', 'fit', 'perfectly', 'think', 'sizing', 'takes', 'away', 'casual', 'look', 'dress', 'small', 'bust']",Quality,Good
2135,896,34,"Beautiful color, pretty design, nice fabric","I got this in the wine, which is a beautiful color. the design is nice and looks expensive (but i'm not sure how it will hold up), the fabric is very nice, medium weight and drapes well. it is a little boxy but would be nice to layer over a button down.",5,1,0,General,Tops,Fine gauge,"['got', 'wine', 'beautiful', 'color', 'design', 'nice', 'looks', 'expensive', 'sure', 'hold', 'fabric', 'nice', 'medium', 'weight', 'drapes', 'well', 'little', 'boxy', 'would', 'nice', 'layer', 'button']",Quality,Good
2136,1126,33,Chic,Love this. can be a jacket or blazer syle. fits well.,5,1,0,General,Jackets,Outerwear,"['love', 'jacket', 'blazer', 'syle', 'fits', 'well']",Other,Good
2137,1072,41,So pretty!,"The colors, style and fit were great. this dress you could wear on many different occasions. all around great piece to own!",5,1,0,General Petite,Dresses,Dresses,"['colors', 'style', 'fit', 'great', 'dress', 'could', 'wear', 'many', 'different', 'occasions', 'around', 'great', 'piece']",Quality,Good
2138,850,42,Too much pep in this peplum...,"I love a good peplum top, and was so excited when it arrived, but was sad to find the flare on the peplum was a little too much. i'm not sure why it was so unflattering, because in every other way, it fit like a dream, but it seemed like either there was too much or too little fabric around the waist to have it hang properly. it had to go back.",3,0,1,General Petite,Tops,Blouses,"['love', 'good', 'peplum', 'top', 'excited', 'arrived', 'sad', 'find', 'flare', 'peplum', 'little', 'much', 'sure', 'unflattering', 'every', 'way', 'fit', 'like', 'dream', 'seemed', 'like', 'either', 'much', 'little', 'fabric', 'around', 'waist', 'hang', 'properly', 'go', 'back']",Both,Good
2139,872,38,,"This top is super cute and is very flattering. however, i have trouble getting in and out of it. there is one zipper on the side but it almost seems like it needs to go higher up in order to help you put it on and take it off.",4,1,2,General Petite,Tops,Knits,"['top', 'super', 'cute', 'flattering', 'however', 'trouble', 'getting', 'one', 'zipper', 'side', 'almost', 'seems', 'like', 'needs', 'go', 'higher', 'order', 'help', 'put', 'take']",Other,Good
2140,1072,52,Lovely dress,"This dress is very striking, especially in the green color way i purchased. flow and loose, very feminine but not ""cute"". well made and very much in style this season. i returned it because it wasn't quite suitable for me-1 size up would have been a better. fit overall.",4,1,0,General Petite,Dresses,Dresses,"['dress', 'striking', 'especially', 'green', 'color', 'way', 'purchased', 'flow', 'loose', 'feminine', 'cute', 'well', 'made', 'much', 'style', 'season', 'returned', 'quite', 'suitable', 'size', 'would', 'better', 'fit', 'overall']",Quality,Good
2141,1072,58,Great fabric,"I ordered my usual size small and it was very large on my 5'5"", 112# frame.  my daughter loved it so she scored.  i ordered another one in xs, perfect though the sleeves run long! i have long arms.  can be dressy or casual.",5,1,27,General Petite,Dresses,Dresses,"['ordered', 'usual', 'size', 'small', 'large', 'frame', 'daughter', 'loved', 'scored', 'ordered', 'another', 'one', 'xs', 'perfect', 'though', 'sleeves', 'run', 'long', 'long', 'arms', 'dressy', 'casual']",Quality,Good
2142,872,21,The perfect purple piece,I got the dark purple color of this top and it is perfect! i wear it all the time. it's comfortable and it's cute! plus if it gets cold i can throw a warm sweater on top of it.,5,1,0,General Petite,Tops,Knits,"['got', 'dark', 'purple', 'color', 'top', 'perfect', 'wear', 'time', 'comfortable', 'cute', 'plus', 'gets', 'cold', 'throw', 'warm', 'sweater', 'top']",Shipping,Good
2143,1089,34,Gorgeous and flattering dress by maeve,"This dress looks beautiful on. it's very flattering and comfortable to wear. it runs true to maeve's dress sizing which for me means in these dresses i always get one size larger than what i normally wear. on my 5'3"" height the regular was just above the knee. great for giving you the illusion of the figure you want even if you don't have it naturally !",5,1,15,General Petite,Dresses,Dresses,"['dress', 'looks', 'beautiful', 'flattering', 'comfortable', 'wear', 'runs', 'true', 'maeve', 'dress', 'sizing', 'means', 'dresses', 'always', 'get', 'one', 'size', 'larger', 'normally', 'wear', 'height', 'regular', 'knee', 'great', 'giving', 'illusion', 'figure', 'want', 'even', 'naturally']",Quality,Good
2144,911,46,Almost but not quite,"I am returning. i really liked the appearance in the photo and i love aqua, but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo, but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it), but that's based on what looks better against my skin tone. i found it to run true to size, but i thought it was unflattering (made me look wide).",3,0,0,General,Tops,Fine gauge,"['returning', 'really', 'liked', 'appearance', 'photo', 'love', 'aqua', 'biggest', 'problem', 'shape', 'pretty', 'boxy', 'hard', 'tell', 'photo', 'batwing', 'shape', 'also', 'wish', 'lighter', 'portion', 'ivory', 'less', 'yellow', 'based', 'looks', 'better', 'skin', 'tone', 'found', 'run', 'true', 'size', 'thought', 'unflattering', 'made', 'look', 'wide']",Quality,Good
2145,872,30,Great every day long-sleeved tee,"I absolutely love this tee! i normally don't buy two of the same thing, but i bought it in both black and mauve during a december sale. i ordered a size small, and it fits tts. it can be worn with leggings or skinny jeans/cords. i love pairing it with skinny jeans and boots best. it's very slimming and so soft.",5,1,0,General Petite,Tops,Knits,"['absolutely', 'love', 'tee', 'normally', 'buy', 'two', 'thing', 'bought', 'black', 'mauve', 'december', 'sale', 'ordered', 'size', 'small', 'fits', 'tts', 'worn', 'leggings', 'skinny', 'love', 'pairing', 'skinny', 'jeans', 'boots', 'best', 'slimming', 'soft']",Quality,Good
2146,872,60,Amazing!,"This tee is amazing! it is so soft and comfortable. and is great for those of us who are tall, it has great length! i went with a medium because i didn't want it too tight. i really hope that retailer restocks soon because i want to buy one in every color!",5,1,0,General Petite,Tops,Knits,"['tee', 'amazing', 'soft', 'comfortable', 'great', 'us', 'tall', 'great', 'length', 'went', 'medium', 'want', 'tight', 'really', 'hope', 'retailer', 'restocks', 'soon', 'want', 'buy', 'one', 'every', 'color']",Quality,Good
2147,872,29,,Super comfortable!! i am 34 weeks pregnant and i works great for me now and i think it will be perfect post baby also!,5,1,0,General Petite,Tops,Knits,"['super', 'comfortable', 'weeks', 'pregnant', 'works', 'great', 'think', 'perfect', 'post', 'baby', 'also']",Other,Good
2148,872,68,Best basic ever,"Like the other reviewers, this is my new favorite tee. it's so freaking soft, and the ribbon down the back just gives a little added flare. pure+good has been one of my staple brands for basics for a while, and i will definitely be buying more colors in this. the length is perfect for leggings, and it would be cute with jeans too.",5,1,3,General Petite,Tops,Knits,"['like', 'reviewers', 'new', 'favorite', 'tee', 'freaking', 'soft', 'ribbon', 'back', 'gives', 'little', 'added', 'flare', 'one', 'staple', 'brands', 'basics', 'definitely', 'buying', 'colors', 'length', 'perfect', 'leggings', 'would', 'cute', 'jeans']",Quality,Good
2150,872,35,Perfect until washed,"Loved this shirt so much that i bought in 3 colors. love the luxurious feel of the silky, flowing fabric that flatters in all the best ways. however, after washing per instructions, the fabric lost its good qualities and turned into a blah, pilled mess that gathers at the seams (especially the bottom seam). tried dry cleaning another shirt and it came out the same way as washing. looks like a cheap, lackluster layering top now and definitely won't last another season. so disappointed - if you ca",3,0,0,General Petite,Tops,Knits,"['loved', 'shirt', 'much', 'bought', 'colors', 'love', 'luxurious', 'feel', 'silky', 'flowing', 'fabric', 'flatters', 'best', 'ways', 'however', 'washing', 'per', 'instructions', 'fabric', 'lost', 'good', 'qualities', 'turned', 'blah', 'pilled', 'mess', 'gathers', 'seams', 'especially', 'bottom', 'seam', 'tried', 'dry', 'cleaning', 'another', 'shirt', 'came', 'way', 'washing', 'looks', 'like', 'cheap', 'lackluster', 'layering', 'top', 'definitely', 'wo', 'last', 'another', 'season', 'disappointed', 'ca']",Quality,Good
2151,867,53,,Cute top and flattering to wear. fits nicely and i'd say true to size. can't wait to wear it.,5,1,0,General,Tops,Knits,"['cute', 'top', 'flattering', 'wear', 'fits', 'nicely', 'say', 'true', 'size', 'ca', 'wait', 'wear']",Quality,Good
2152,940,37,Not for me,It breaks my heart to say this but i had to return for shape issues. i am not a fan of dolman sleeves (they make me look big and bulky) and i wished i would have known that prior to purchasing. it is unfortunate because it is a really beautiful knit and quality. i could see this working better on someone tall and thin.,3,0,2,General,Tops,Sweaters,"['breaks', 'heart', 'say', 'return', 'shape', 'issues', 'fan', 'dolman', 'sleeves', 'make', 'look', 'big', 'bulky', 'wished', 'would', 'known', 'prior', 'purchasing', 'unfortunate', 'really', 'beautiful', 'knit', 'quality', 'could', 'see', 'working', 'better', 'someone', 'tall', 'thin']",Quality,Good
2153,1086,67,Love it but. . .,"At 5'5"" (almost), 122lbs., i always wear a size small. however this dress runs large (no, i am not smaller than i was 6 months ago) and it looked like a dumpy sack on me. too bad, i really wanted it to fit! it is a slightly heavier fabric than anticipated, and would be an excellent travel dress. i may try the xs. . .",3,0,0,General Petite,Dresses,Dresses,"['almost', 'always', 'wear', 'size', 'small', 'however', 'dress', 'runs', 'large', 'smaller', 'months', 'ago', 'looked', 'like', 'dumpy', 'sack', 'bad', 'really', 'wanted', 'fit', 'slightly', 'heavier', 'fabric', 'anticipated', 'would', 'excellent', 'travel', 'dress', 'may', 'try', 'xs']",Quality,Good
2154,160,23,,"Well fitting bra, comfortable (not itchy), lace doesn't show through tops.",5,1,1,Initmates,Intimate,Intimates,"['well', 'fitting', 'bra', 'comfortable', 'itchy', 'lace', 'show', 'tops']",Other,Good
2155,872,25,Soft & versatile tee,"Purchased in the light grey and was so excited, i wore it the very next day. the back detailing and pocket make it more unique than a regular tee and the fabric is slightly heavy (in a good way) so it hangs beautifully. easily can be dressed up or down. new favorite tee!",5,1,0,General Petite,Tops,Knits,"['purchased', 'light', 'grey', 'excited', 'wore', 'next', 'day', 'back', 'detailing', 'pocket', 'make', 'unique', 'regular', 'tee', 'fabric', 'slightly', 'heavy', 'good', 'way', 'hangs', 'beautifully', 'easily', 'dressed', 'new', 'favorite', 'tee']",Quality,Good
2156,872,62,Need them all!,"Ordered this on a whim while taking advantage of a promotion, and now need one in every color! the weight and cut is perfect for fall/winter/summer - not too heavy, but not sheer/tissue thin; fitted enough to look super cute with leggings or skinny jeans. fabric has a nice quality feel to it - i have similar shirts from the past that have held up well in the wash. i'm anticipating the same with this.",5,1,1,General Petite,Tops,Knits,"['ordered', 'whim', 'taking', 'advantage', 'promotion', 'need', 'one', 'every', 'color', 'weight', 'cut', 'perfect', 'heavy', 'thin', 'fitted', 'enough', 'look', 'super', 'cute', 'leggings', 'skinny', 'jeans', 'fabric', 'nice', 'quality', 'feel', 'similar', 'shirts', 'past', 'held', 'well', 'anticipating']",Quality,Good
2157,872,35,Best. tee. ever.,Oh my! i love this tee. it is super soft. i love how it doesn't look like a sack with no shape. i can't wait to get more colors. i am tall plus have a long torso and it still is long enough for me so this is definitely a win!,5,1,0,General Petite,Tops,Knits,"['oh', 'love', 'tee', 'super', 'soft', 'love', 'look', 'like', 'sack', 'shape', 'ca', 'wait', 'get', 'colors', 'tall', 'plus', 'long', 'torso', 'still', 'long', 'enough', 'definitely', 'win']",Quality,Good
2158,1052,46,"Love, but different colors fit differently","I love these joggers. they are stylish, comfortable and high quality. my one complaint is that the sizing appears different for different colors. 

i got them in the green/moss color,. i immediately wore them casually with flats, a t, & a long silver necklace. that night, i literally just changed into a long, flowy silk cami and high suede black shoes with the joggers and wore them out- feeling comfy and pulled together (favorite combination). 

i loved them so much i decided to try the othe",4,1,1,General,Bottoms,Pants,"['love', 'joggers', 'stylish', 'comfortable', 'high', 'quality', 'one', 'complaint', 'sizing', 'appears', 'different', 'different', 'colors', 'got', 'color', 'immediately', 'wore', 'casually', 'flats', 'long', 'silver', 'necklace', 'night', 'literally', 'changed', 'long', 'flowy', 'silk', 'cami', 'high', 'suede', 'black', 'shoes', 'joggers', 'wore', 'feeling', 'comfy', 'pulled', 'together', 'favorite', 'combination', 'loved', 'much', 'decided', 'try', 'othe']",Quality,Good
2159,1086,39,Lovely color,"I ordered this as it was either in stylist pick or top rated, cant' remember which, but i must say, ti was very nice on. a little loose, but the petite sizes are sold out, so i ordered the xs (petite might have been too short...) the cut is feminine, not figure hugging, but still flattering. i can see wearing this in the fall with boots and a cardigan, not just summer with sandals, so i decided to keep it.

 115 lbs, 30dd, 26.5 in waist.",4,1,2,General Petite,Dresses,Dresses,"['ordered', 'either', 'stylist', 'pick', 'top', 'rated', 'cant', 'remember', 'must', 'say', 'ti', 'nice', 'little', 'loose', 'petite', 'sizes', 'sold', 'ordered', 'xs', 'petite', 'might', 'short', 'cut', 'feminine', 'figure', 'hugging', 'still', 'flattering', 'see', 'wearing', 'fall', 'boots', 'cardigan', 'summer', 'sandals', 'decided', 'keep', 'lbs', 'waist']",Other,Good
2161,872,30,Comfort and style to the max!,Love this shirt. i am 5'8 and have a slender torso and the small fits perfectly. i love that it's long so you can wear it as a single shirt or use it as an extra layer. i also have a grey druzy necklace to dress this puppy up. purchased it in black and this will be a new staple.,5,1,0,General Petite,Tops,Knits,"['love', 'shirt', 'slender', 'torso', 'small', 'fits', 'perfectly', 'love', 'long', 'wear', 'single', 'shirt', 'use', 'extra', 'layer', 'also', 'grey', 'druzy', 'necklace', 'dress', 'puppy', 'purchased', 'black', 'new', 'staple']",Other,Good
2162,872,48,Nice but 5% spandex makes it a bit clingy,"This top is much nicer than expected.....the fabric and style are great. i am a size small or medium, and got the small. from the front, it was great. not so much from the back for me. i'm larger on top than bottom and the 5% spandex made it too clingy around the dreaded bra fat area. i don't wear spanx. i wish retailer would be more specific with the fabric content. if i'd known it was 5% spandex, i would have ordered a size medium. i am thinking about doing this because the top is really",4,1,2,General Petite,Tops,Knits,"['top', 'much', 'nicer', 'expected', 'fabric', 'style', 'great', 'size', 'small', 'medium', 'got', 'small', 'front', 'great', 'much', 'back', 'larger', 'top', 'bottom', 'spandex', 'made', 'clingy', 'around', 'dreaded', 'bra', 'fat', 'area', 'wear', 'spanx', 'wish', 'retailer', 'would', 'specific', 'fabric', 'content', 'known', 'spandex', 'would', 'ordered', 'size', 'medium', 'thinking', 'top', 'really']",Quality,Good
2163,984,59,Cute...,"This jacket was a gift for my daughter,it fit like a glove and she loved it !",5,1,1,General,Jackets,Jackets,"['jacket', 'gift', 'daughter', 'fit', 'like', 'glove', 'loved']",Quality,Good
2164,867,53,Confortable - simple,"This top is so soft and comfortable. i bought it on sale, so would i have paid $60 for it . . . . not sure. fits true to size, what can i say its a simple top, well made and so soft.",5,1,0,General Petite,Tops,Knits,"['top', 'soft', 'comfortable', 'bought', 'sale', 'would', 'paid', 'sure', 'fits', 'true', 'size', 'say', 'simple', 'top', 'well', 'made', 'soft']",Quality,Good
2165,940,46,"Didn't fit well for me, awkward and dull","I ordered this and hoped it would be a fun & whimsical sweater for this winter. instead, it's just strange. it didn't fit well. too short in the overall length & in the sleeves. the shades of the yarn were drab. it also didn't seem made to last. it looked like it would pill/snag in a short amount of time. i returned it. i'd love to see a style similar to this executed better in the future. having a unique sleeve is a cute idea.",2,0,2,General,Tops,Sweaters,"['ordered', 'hoped', 'would', 'fun', 'whimsical', 'sweater', 'winter', 'instead', 'strange', 'fit', 'well', 'short', 'overall', 'length', 'sleeves', 'shades', 'yarn', 'drab', 'also', 'seem', 'made', 'last', 'looked', 'like', 'would', 'short', 'amount', 'time', 'returned', 'love', 'see', 'style', 'similar', 'executed', 'better', 'future', 'unique', 'sleeve', 'cute', 'idea']",Both,Good
2166,872,33,Luxurious basic tee,I love simplicity in clothing and this tee fits the bill! i put it on and instantly feel basic elegance.,5,1,0,General Petite,Tops,Knits,"['love', 'simplicity', 'clothing', 'tee', 'fits', 'bill', 'put', 'instantly', 'feel', 'basic', 'elegance']",Quality,Good
2167,872,49,Awesome shirt,"I am 5'10"", 130 pounds. a medium is a perfect fit for me. i love it! not so sheer that i feel that i need to wear a cami underneath, sleeves are long, and it is so, so, so soft. the scoop neck shows just the right amount without being too revealing. i am buying one in every color.",5,1,0,General,Tops,Knits,"['pounds', 'medium', 'perfect', 'fit', 'love', 'sheer', 'feel', 'need', 'wear', 'cami', 'underneath', 'sleeves', 'long', 'soft', 'scoop', 'neck', 'shows', 'right', 'amount', 'without', 'revealing', 'buying', 'one', 'every', 'color']",Quality,Good
2168,867,36,Beautiful,Fits great! love soft material. love with skinny jeans brown boots,5,1,0,General Petite,Tops,Knits,"['fits', 'great', 'love', 'soft', 'material', 'love', 'skinny', 'jeans', 'brown', 'boots']",Quality,Good
2169,1086,36,,"I really like this dress. i'm 5'8"" and about 135 so i bought a small. i am small chested, so i plan on wearing a bandeau bra underneath it because the arm holes are a little low. the material is very nice though. perfect for dressing up with cute jewelry!",4,1,8,General Petite,Dresses,Dresses,"['really', 'like', 'dress', 'bought', 'small', 'small', 'chested', 'plan', 'wearing', 'bandeau', 'bra', 'underneath', 'arm', 'holes', 'little', 'low', 'material', 'nice', 'though', 'perfect', 'dressing', 'cute', 'jewelry']",Quality,Good
2170,1094,39,Great summer dress,"I bought this dress in a sm for a cruise i'm taking soon. i don't have much of a waist, kind of straight like a board, and this dress is very flattering on my figure. the skirt fits snug and the top drapes nicely over my waist. very pretty and flowy. i bought the multi color stripe dress and the vertical stripes enhance the beauty of the dress.",5,1,0,General,Dresses,Dresses,"['bought', 'dress', 'sm', 'cruise', 'taking', 'soon', 'much', 'waist', 'kind', 'straight', 'like', 'board', 'dress', 'flattering', 'figure', 'skirt', 'fits', 'snug', 'top', 'drapes', 'nicely', 'waist', 'pretty', 'flowy', 'bought', 'multi', 'color', 'stripe', 'dress', 'vertical', 'stripes', 'enhance', 'beauty', 'dress']",Other,Good
2171,876,51,Lovely detail,"I was pleasantly surprised when i tried this on. i tried it because of the detail but didn't hold out much hope because it looked frumpy on the hanger. i was very wrong. it fits beautifully. it drapes nicely, hugs the shoulders perfectly and doesn't droop open due to the embellishments. there is a tiny closure where the fabric crosses in the front so you are not exposed. i liked that feature very much. the sleeves are 3/4 on me, but i like it - nice change of pace. this is a very different style",4,1,0,General Petite,Tops,Knits,"['pleasantly', 'surprised', 'tried', 'tried', 'detail', 'hold', 'much', 'hope', 'looked', 'frumpy', 'hanger', 'wrong', 'fits', 'beautifully', 'drapes', 'nicely', 'hugs', 'shoulders', 'perfectly', 'droop', 'open', 'due', 'embellishments', 'tiny', 'closure', 'fabric', 'crosses', 'front', 'exposed', 'liked', 'feature', 'much', 'sleeves', 'like', 'nice', 'change', 'pace', 'different', 'style']",Quality,Good
2172,867,35,Comfortable top,"This top feels great on. it just drapes well and isn't clingy. i refused to buy maternity tops, because i wanted to wear the tops after pregnancy. though i bought this top post pregnancy it would have worked great because of the length.",4,1,0,General Petite,Tops,Knits,"['top', 'feels', 'great', 'drapes', 'well', 'clingy', 'refused', 'buy', 'maternity', 'tops', 'wanted', 'wear', 'tops', 'pregnancy', 'though', 'bought', 'top', 'post', 'pregnancy', 'would', 'worked', 'great', 'length']",Quality,Good
2173,872,38,Favorite go to top,"Comfortable casual, hip. i have the black & white color which is a bit thicker than the other colors which i prefer as i recently had a baby and need a little extra fabric. i wish the fabric was a bit softer but the cut is so flattering there was no way i was sending it back. i wish the other colors were in the same thicker fabric and i would have ordered more. my new go to top. the black ribbon on the back is my favorite part.",5,1,0,General,Tops,Knits,"['comfortable', 'casual', 'hip', 'black', 'white', 'color', 'bit', 'thicker', 'colors', 'prefer', 'recently', 'baby', 'need', 'little', 'extra', 'fabric', 'wish', 'fabric', 'bit', 'softer', 'cut', 'flattering', 'way', 'sending', 'back', 'wish', 'colors', 'thicker', 'fabric', 'would', 'ordered', 'new', 'go', 'top', 'black', 'ribbon', 'back', 'favorite', 'part']",Quality,Good
2175,1072,73,,"This dress is gorgeous in the photograph. and very pretty when it arrived, however, it is very dark in color. you would only notice the blue in bright light or perhaps outside in the sun. the fit was small. i could not get the tie around the waist to look right and feel comfortable, so sadly i had to return it. 

i applaud retailer for the excellent and attractive packaging. that was almost enough to sell the dress. it came in a very nice white box inside a larger box. tissue paper and fol",4,1,1,General Petite,Dresses,Dresses,"['dress', 'gorgeous', 'photograph', 'pretty', 'arrived', 'however', 'dark', 'color', 'would', 'notice', 'blue', 'bright', 'light', 'perhaps', 'outside', 'sun', 'fit', 'small', 'could', 'get', 'tie', 'around', 'waist', 'look', 'right', 'feel', 'comfortable', 'sadly', 'return', 'applaud', 'retailer', 'excellent', 'attractive', 'packaging', 'almost', 'enough', 'sell', 'dress', 'came', 'nice', 'white', 'box', 'inside', 'larger', 'box', 'tissue', 'paper', 'fol']",Both,Good
2176,867,63,Cutest ever!,This is one of the cutest tops i've ever gotten from retailer. the material is very soft and flowing. it fits true to size and hange beautifully. love it. i should have gotten he turquoise one too!,5,1,1,General Petite,Tops,Knits,"['one', 'cutest', 'tops', 'ever', 'gotten', 'retailer', 'material', 'soft', 'flowing', 'fits', 'true', 'size', 'hange', 'beautifully', 'love', 'gotten', 'turquoise', 'one']",Quality,Good
2177,872,28,,Love this shirt. it fits great and can be easily layered!,5,1,1,General,Tops,Knits,"['love', 'shirt', 'fits', 'great', 'easily', 'layered']",Other,Good
2178,872,32,,"Agree with the other reviewers. this top is excellent. great length, weight & bounce to it, flattering without being clingy. i'm 5'10"" with a long torso, so i'm always in the market for tops with longer hemlines and decent material without being too tight or clingy. this one i love! i bought it in black, then went back for the turquoise, then two more... if that doesn't tell you what a great shirt this is, i don't know what will.",5,1,0,General,Tops,Knits,"['agree', 'reviewers', 'top', 'excellent', 'great', 'length', 'weight', 'bounce', 'flattering', 'without', 'clingy', 'long', 'torso', 'always', 'market', 'tops', 'longer', 'hemlines', 'decent', 'material', 'without', 'tight', 'clingy', 'one', 'love', 'bought', 'black', 'went', 'back', 'turquoise', 'two', 'tell', 'great', 'shirt', 'know']",Quality,Good
2179,872,44,Too long,"Great color, soft fabric, but waaaaay too long. more like a night shirt than a t-shirt.",2,0,1,General,Tops,Knits,"['great', 'color', 'soft', 'fabric', 'waaaaay', 'long', 'like', 'night', 'shirt']",Quality,Good
2180,872,26,Oversized and unflattering,"I was hoping to find a slimming and cozy sweater, unfortunately this one was baggy and material was really bulky. one of those occasions where i would have never purchased this in person but online you can't quite tell the style and fit. i returned this item.",3,0,0,General,Tops,Knits,"['hoping', 'find', 'slimming', 'cozy', 'sweater', 'unfortunately', 'one', 'baggy', 'material', 'really', 'bulky', 'one', 'occasions', 'would', 'never', 'purchased', 'person', 'online', 'ca', 'quite', 'tell', 'style', 'fit', 'returned', 'item']",Quality,Good
2181,872,42,,I need one in every color. so super soft.,5,1,1,General,Tops,Knits,"['need', 'one', 'every', 'color', 'super', 'soft']",Other,Good
2182,876,48,,Very pretty blouse with nice detail. needs to be worn with a camisole however.,4,1,0,General Petite,Tops,Knits,"['pretty', 'blouse', 'nice', 'detail', 'needs', 'worn', 'camisole', 'however']",Other,Good
2183,872,32,,"Got this shirt on sale and i hope they restock so i can buy more. super comfy and flattering at the same time. i have some extra baby weight and it camouflages that well. i'm normally a 6-8 but i'm an 8-10 right now and the medium was perfect. i'm 5'6"" and its plenty long enough to wear with leggings. a great shirt and i'll be sure to watch out for this one to come back. please restock!",5,1,0,General,Tops,Knits,"['got', 'shirt', 'sale', 'hope', 'restock', 'buy', 'super', 'comfy', 'flattering', 'time', 'extra', 'baby', 'weight', 'camouflages', 'well', 'normally', 'right', 'medium', 'perfect', 'plenty', 'long', 'enough', 'wear', 'leggings', 'great', 'shirt', 'sure', 'watch', 'one', 'come', 'back', 'please', 'restock']",Shipping,Good
2184,1086,52,Perfection,Easy to wear.  the fabric is super soft and the shape is very flattering.   i really like the shirt hem at the bottom.,5,1,9,General Petite,Dresses,Dresses,"['easy', 'wear', 'fabric', 'super', 'soft', 'shape', 'flattering', 'really', 'like', 'shirt', 'hem', 'bottom']",Quality,Good
2185,146,31,,Love these pajama bottoms. they are so comfortable and the print is fun and unique. i highly recommend. they run true to size and have a great length. they look short on the model but mine are perfect.,5,1,10,General Petite,Intimate,Lounge,"['love', 'pajama', 'bottoms', 'comfortable', 'print', 'fun', 'unique', 'highly', 'recommend', 'run', 'true', 'size', 'great', 'length', 'look', 'short', 'model', 'mine', 'perfect']",Quality,Good
